entry_idx,side,entry_price,exit_price,qty,pl,outcome,ambiguous_exit_rows,is_oos,rr,wfa_window,test_year,cumulative_pl
220,BUY,22586.208279237275,23106.00378916548,1,33786.70814533329,TARGET,0,False,1.3333333333333282,1,2022,1118183.5265714012
221,BUY,22991.27735512167,22999.3448802363,1,524.3891324507968,TIMEOUT,0,False,1.3333333333333333,1,2022,1118707.915703852
222,BUY,23103.361704310595,22951.69905539958,1,-9858.072179216088,TIMEOUT,0,False,1.3333333333333308,1,2022,1108849.8435246358
223,BUY,23123.702415137916,22608.329565462805,1,-33499.23522888216,STOP,0,False,1.3333333333333361,1,2022,1075350.6082957536
224,BUY,23163.05339815949,22655.641089289515,1,-32981.80007654833,STOP,0,False,1.3333333333333275,1,2022,1042368.8082192052
225,BUY,23317.255433863884,22840.17462623272,1,-31010.25249602555,STOP,0,False,1.333333333333327,1,2022,1011358.5557231797
226,BUY,23091.526623243255,22622.657561108852,1,-30476.4890387362,STOP,0,False,1.3333333333333302,1,2022,980882.0666844435
227,BUY,23043.68983317673,22569.360211847583,1,-30831.42538639455,STOP,0,False,1.3333333333333302,1,2022,950050.6412980489
228,BUY,22673.710629012614,23140.17146456988,1,30319.954311222373,TARGET,0,False,1.3333333333333333,1,2022,980370.5956092713
229,BUY,22775.795302215545,22526.151296789223,1,-16226.860352710937,TIMEOUT,0,False,1.333333333333339,1,2022,964143.7352565604
230,BUY,22935.1420563847,22588.059644107598,1,-22560.356798011562,TIMEOUT,0,False,1.3333333333333361,1,2022,941583.3784585488
231,BUY,22836.005005055988,22837.237225265428,1,80.09431361360839,TIMEOUT,0,False,1.3333333333333306,1,2022,941663.4727721624
232,BUY,23209.88637856584,22656.02403205956,1,-36001.05252290827,STOP,0,False,1.3333333333333308,1,2022,905662.4202492541
233,BUY,22938.590531191338,23141.854233324506,1,13212.140638655947,TIMEOUT,0,False,1.3333333333333282,1,2022,918874.5608879101
234,BUY,22616.43647232746,23119.920181888865,1,32726.44112149137,TARGET,0,False,1.3333333333333415,1,2022,951601.0020094014
235,BUY,22678.592949294405,23135.934989748665,1,29727.23262952686,TARGET,0,False,1.3333333333333364,1,2022,981328.2346389283
1,BUY,23805.34107162756,23248.998964305873,1,-36162.236975909764,STOP,0,False,1.3333333333333333,2,2023,945165.9976630185
2,SELL,23458.03936010675,23539.82212367629,1,-5315.87963202006,TIMEOUT,0,False,1.3333333333333333,2,2023,939850.1180309985
3,SELL,23167.871071234444,23664.214107255077,1,-32262.297341341146,TIMEOUT,0,False,1.3333333333333333,2,2023,907587.8206896574
4,SELL,23450.099058148233,23694.244549652885,1,-15869.45694780241,TIMEOUT,0,False,1.3333333333333333,2,2023,891718.3637418549
5,SELL,23352.35200011088,23403.89005938633,1,-3349.9738529041315,TIMEOUT,0,False,1.3333333333333262,2,2023,888368.3898889507
6,BUY,23539.097244583114,23555.631308611722,1,1074.714161859556,TIMEOUT,0,False,1.3333333333333333,2,2023,889443.1040508103
7,BUY,23539.82212367629,23451.333229922708,1,-5751.778093982921,TIMEOUT,0,False,1.3333333333333308,2,2023,883691.3259568274
8,BUY,23664.214107255077,23094.473996824185,1,-37033.10717800798,STOP,0,False,1.3333333333333257,2,2023,846658.2187788194
9,SELL,23599.656747059464,23023.884664667792,1,37425.185355458656,TARGET,0,False,1.3333333333333406,2,2023,884083.4041342781
10,SELL,23310.46135655445,23466.831064810573,1,-10164.031036647993,TIMEOUT,0,False,1.3333333333333333,2,2023,873919.3730976301
11,SELL,23555.631308611722,23679.03831504058,1,-8021.4554178757135,TIMEOUT,0,False,1.333333333333338,2,2023,865897.9176797544
12,BUY,23545.326549481517,22989.81404342464,1,-36108.31289369689,STOP,0,False,1.333333333333336,2,2023,829789.6047860575
13,SELL,23100.66785182043,23669.477257928458,1,-36972.61139702172,STOP,0,False,1.333333333333336,2,2023,792816.9933890358
14,SELL,23013.48565281545,23544.5466182701,1,-34518.96275455223,STOP,0,False,1.3333333333333388,2,2023,758298.0306344836
15,BUY,23466.831064810573,23882.888092249876,1,27043.7067835547,TIMEOUT,0,False,1.333333333333336,2,2023,785341.7374180383
16,BUY,23679.03831504058,24190.57048279479,1,33249.59090402357,TARGET,0,False,1.333333333333336,2,2023,818591.3283220619
17,BUY,23608.42585699653,24092.85070980878,1,31487.61543279612,TARGET,0,False,1.3333333333333333,2,2023,850078.943754858
18,BUY,23537.881431212543,23997.865170929894,1,29898.943081627785,TARGET,0,False,1.3333333333333304,2,2023,879977.8868364858
19,SELL,23380.322347390687,23897.69053702154,1,-33628.932326005364,STOP,0,False,1.333333333333339,2,2023,846348.9545104804
21,BUY,24082.40721762856,24347.247406237548,1,17214.612259584264,TIMEOUT,0,False,1.3333333333333384,2,2023,863563.5667700646
22,BUY,24198.290723930702,24341.988662163065,1,9340.365985103563,TIMEOUT,0,False,1.3333333333333333,2,2023,872903.9327551682
23,BUY,24461.11793821745,24345.099222628913,1,-7541.21651325484,TIMEOUT,0,False,1.3333333333333384,2,2023,865362.7162419134
24,BUY,24531.861095117645,24535.151901784237,1,213.90243332843966,TIMEOUT,0,False,1.3333333333333306,2,2023,865576.6186752418
25,BUY,24480.632729367248,24560.177233705435,1,5170.392781982209,TIMEOUT,0,False,1.3333333333333361,2,2023,870747.011457224
26,BUY,24444.831564178377,24753.149176652285,1,20040.644810803988,TIMEOUT,0,False,1.3333333333333333,2,2023,890787.656268028
27,BUY,24439.551742973337,24870.90949812747,1,28038.254085018525,TARGET,0,False,1.3333333333333304,2,2023,918825.9103530465
28,BUY,24442.674770615402,24857.67602981866,1,26975.081848211776,TARGET,0,False,1.3333333333333366,2,2023,945800.9922012583
29,BUY,24633.489183955717,24299.35725628146,1,-21718.575298826763,TIMEOUT,0,False,1.3333333333333302,2,2023,924082.4169024315
30,BUY,24658.614817808462,24535.30685731329,1,-8015.017432186105,TIMEOUT,0,False,1.3333333333333366,2,2023,916067.3994702455
31,BUY,24852.360195396384,24368.23697176888,1,-31468.009535787678,STOP,0,False,1.3333333333333364,2,2023,884599.3899344578
32,BUY,24844.72757256846,24363.992413094562,1,-31247.78536580334,STOP,0,False,1.3333333333333333,2,2023,853351.6045686546
33,BUY,24876.707199282064,24410.345617683302,1,-30313.50280391949,STOP,0,False,1.3333333333333235,2,2023,823038.1017647351
34,BUY,24396.74946973349,24781.216571522233,1,24990.361616268183,TARGET,0,False,1.3333333333333266,2,2023,848028.4633810032
35,BUY,24633.644760549018,24164.03198977465,1,-30524.830100333984,STOP,0,False,1.33333333333334,2,2023,817503.6332806692
36,BUY,24731.508203651636,24270.838785383257,1,-29943.512187444612,STOP,0,False,1.3333333333333366,2,2023,787560.1210932246
37,BUY,24992.059828884518,24523.11601318017,1,-30481.348020782607,STOP,0,False,1.3333333333333366,2,2023,757078.773072442
38,BUY,24290.749862816378,24757.933965111042,1,30366.9666491532,TARGET,0,False,1.3333333333333277,2,2023,787445.7397215952
39,BUY,24815.77056243799,24652.043842186995,1,-10642.236816314598,TIMEOUT,0,False,1.3333333333333333,2,2023,776803.5029052806
40,BUY,24793.548161836658,24511.003077442754,1,-18365.43048560372,TIMEOUT,0,False,1.3333333333333384,2,2023,758438.0724196768
41,BUY,25082.37210239887,24479.839579347237,1,-39164.61399835607,STOP,0,False,1.3333333333333308,2,2023,719273.4584213208
42,BUY,24835.3050972903,24962.023538419297,1,8236.698673384763,TIMEOUT,0,False,1.333333333333338,2,2023,727510.1570947055
43,BUY,25000.453695084467,24373.397167333584,1,-40758.674303807406,STOP,0,False,1.333333333333331,2,2023,686751.4827908981
44,BUY,24750.84962912963,25260.21472562011,1,33108.73127188126,TIMEOUT,0,False,1.333333333333331,2,2023,719860.2140627793
45,BUY,24609.243570739116,25230.235157268362,1,40364.453124400985,TARGET,0,False,1.3333333333333355,2,2023,760224.6671871804
46,BUY,25097.354465624703,25449.38621547963,1,22882.06374057023,TIMEOUT,0,False,1.3333333333333293,2,2023,783106.7309277506
47,BUY,25062.071728954044,25555.210656870782,1,32054.030314587962,TIMEOUT,0,False,1.3333333333333333,2,2023,815160.7612423386
48,BUY,25129.185649800474,25761.606742406657,1,41107.37101940185,TARGET,0,False,1.3333333333333288,2,2023,856268.1322617404
49,BUY,25361.45807121378,25964.05245381072,1,39168.63486880115,TARGET,0,False,1.3333333333333401,2,2023,895436.7671305415
50,BUY,25500.229234639002,26108.186805063113,1,39517.24207756719,TARGET,0,False,1.333333333333331,2,2023,934954.0092081086
51,BUY,25551.387763437466,26131.74074252185,1,37722.943640485086,TARGET,0,False,1.3333333333333333,2,2023,972676.9528485937
52,BUY,25657.6363508863,26173.26225425029,1,33515.683718659406,TARGET,0,False,1.3333333333333333,2,2023,1006192.6365672532
53,BUY,26294.91032381202,26803.81768138663,1,33078.97824234975,TARGET,0,False,1.333333333333336,2,2023,1039271.614809603
54,BUY,26292.907044278156,26813.094687664143,1,33812.19682008916,TARGET,0,False,1.3333333333333333,2,2023,1073083.811629692
55,BUY,26359.01124199249,26843.7696294839,1,31509.29518694158,TARGET,0,False,1.333333333333328,2,2023,1104593.1068166336
56,BUY,26650.735350034913,27128.87025155631,1,31078.768598890765,TARGET,0,False,1.3333333333333361,2,2023,1135671.8754155245
57,BUY,26960.47763806509,27466.905445793578,1,32917.80750235166,TARGET,0,False,1.3333333333333333,2,2023,1168589.6829178762
58,BUY,27296.058254610685,27333.054827134893,1,2404.777214073474,TIMEOUT,0,False,1.3333333333333257,2,2023,1170994.4601319497
59,BUY,27484.70333939187,27141.231000236854,1,-22325.702045075923,TIMEOUT,0,False,1.3333333333333308,2,2023,1148668.758086874
60,BUY,27185.929959932433,27137.393950182548,1,-3154.840633742533,TIMEOUT,0,False,1.3333333333333361,2,2023,1145513.9174531314
61,BUY,27647.46035176707,27071.973521302403,1,-37406.6439802033,STOP,0,False,1.3333333333333386,2,2023,1108107.2734729282
62,BUY,27346.004213667147,27341.722263416617,1,-278.3267662844446,TIMEOUT,0,False,1.3333333333333284,2,2023,1107828.9467066438
63,BUY,27442.606149087336,27471.058467501698,1,1849.4006969335169,TIMEOUT,0,False,1.333333333333336,2,2023,1109678.3474035773
64,BUY,27250.01348921576,27789.79919445078,1,35086.07084027648,TARGET,0,False,1.3333333333333333,2,2023,1144764.4182438538
65,BUY,27246.16106020332,27790.417583557122,1,35376.67401799705,TARGET,0,False,1.3333333333333308,2,2023,1180141.0922618508
66,BUY,27349.554961558344,27886.69531996186,1,34914.12329622843,TARGET,0,False,1.333333333333336,2,2023,1215055.2155580793
67,BUY,27451.30832459264,27941.170393154294,1,31841.034456507587,TARGET,0,False,1.333333333333328,2,2023,1246896.2500145868
68,BUY,27581.162910257215,28075.495371113586,1,32131.6099556641,TARGET,0,False,1.3333333333333253,2,2023,1279027.8599702509
69,BUY,28043.8722263879,28614.893461098978,1,37116.380256220145,TARGET,0,False,1.3333333333333381,2,2023,1316144.240226471
70,BUY,28185.438861690047,28742.628879664288,1,36217.35116832564,TARGET,0,False,1.3333333333333308,2,2023,1352361.5913947967
71,BUY,28130.768052630247,28636.386756951775,1,32865.215780899365,TARGET,0,False,1.3333333333333333,2,2023,1385226.8071756961
72,BUY,28417.48990943512,28649.4289776035,1,15076.039430944693,TIMEOUT,0,False,1.3333333333333386,2,2023,1400302.8466066408
73,BUY,28771.90822840037,28163.984843658647,1,-39515.02000821203,STOP,0,False,1.3333333333333357,2,2023,1360787.826598429
74,BUY,28435.075167310966,29025.92961696858,1,38405.53922774492,TARGET,0,False,1.3333333333333288,2,2023,1399193.365826174
75,BUY,28619.76104700677,29082.76668999139,1,30095.366794000238,TIMEOUT,0,False,1.3333333333333286,2,2023,1429288.732620174
76,BUY,28835.55436650823,29046.996014800116,1,13743.707138972586,TIMEOUT,0,False,1.3333333333333357,2,2023,1443032.4397591467
77,BUY,28764.25634825522,29066.051005495454,1,19616.65272061511,TIMEOUT,0,False,1.3333333333333284,2,2023,1462649.0924797617
78,BUY,29177.287622142085,28763.52553913596,1,-26894.53539539807,TIMEOUT,0,False,1.3333333333333333,2,2023,1435754.5570843637
79,BUY,29148.108715728915,28527.561579130183,1,-40335.5638789176,STOP,0,False,1.3333333333333333,2,2023,1395418.993205446
80,BUY,29199.33088514166,28595.02183506686,1,-39280.08825486202,STOP,0,False,1.3333333333333308,2,2023,1356138.904950584
81,BUY,29163.416840510738,28552.55111972085,1,-39706.271851342644,STOP,0,False,1.3333333333333333,2,2023,1316432.6330992414
82,BUY,29182.54820391427,28558.68399544663,1,-40551.17355039656,STOP,0,False,1.3333333333333333,2,2023,1275881.459548845
83,BUY,28878.810210635507,28284.24667364483,1,-38646.62990439405,STOP,0,False,1.3333333333333333,2,2023,1237234.829644451
84,BUY,28480.157213268758,27860.55360790804,1,-40274.23434844659,STOP,0,False,1.3333333333333357,2,2023,1196960.5952960043
85,BUY,28952.387120595562,28276.045728298668,1,-43962.1904992981,STOP,0,False,1.3333333333333377,2,2023,1152998.4047967063
86,BUY,28722.56479978636,28070.003096002092,1,-42416.51074597739,STOP,0,False,1.333333333333331,2,2023,1110581.894050729
87,BUY,28453.441512727422,27809.579518005386,1,-41851.02965693233,STOP,0,False,1.3333333333333288,2,2023,1068730.8643937968
88,BUY,27861.204994019525,27211.140498857905,1,-42254.19218550527,STOP,0,False,1.3333333333333333,2,2023,1026476.6722082915
89,BUY,27697.595425979966,28320.786491046834,1,40507.41922934647,TARGET,0,False,1.3333333333333355,2,2023,1066984.091437638
90,BUY,27347.21522521162,27990.804535482996,1,41833.30516763934,TARGET,0,False,1.3333333333333355,2,2023,1108817.3966052774
91,BUY,27813.871063211598,28519.996340389487,1,45898.14301656279,TARGET,0,False,1.3333333333333373,2,2023,1154715.5396218402
92,BUY,28110.21479892191,28800.313083830093,1,44856.38851903201,TARGET,0,False,1.3333333333333353,2,2023,1199571.9281408722
93,BUY,27931.400524935187,28630.031482890357,1,45411.0122670861,TARGET,0,False,1.3333333333333333,2,2023,1244982.9404079583
94,BUY,28581.96375237937,28271.800538774725,1,-20160.60888430202,TIMEOUT,0,False,1.3333333333333388,2,2023,1224822.3315236564
95,BUY,28878.389167811772,28097.532631151073,1,-50755.674882945495,STOP,0,False,1.3333333333333333,2,2023,1174066.6566407108
96,BUY,28799.131254025127,28037.380247250214,1,-49513.81544036938,STOP,0,False,1.3333333333333315,2,2023,1124552.8412003415
97,BUY,28102.292727785207,28833.390311416108,1,47521.34293600855,TIMEOUT,0,False,1.333333333333335,2,2023,1172074.18413635
98,BUY,28767.911745207606,27921.34807544833,1,-55026.63853435284,STOP,0,False,1.333333333333335,2,2023,1117047.545601997
99,BUY,28385.114368589457,29221.600074777634,1,54371.57090223154,TARGET,0,False,1.33333333333333,2,2023,1171419.1165042287
100,BUY,27935.851902686718,28822.863766643004,1,57655.7711571586,TARGET,0,False,1.3333333333333333,2,2023,1229074.8876613872
101,BUY,28237.096230979798,29137.395041325974,1,58519.42267250142,TARGET,0,False,1.3333333333333302,2,2023,1287594.3103338887
102,BUY,28948.955002043025,29856.73342877142,1,59005.59773734556,TARGET,0,False,1.3333333333333366,2,2023,1346599.9080712344
103,BUY,29367.153882229126,30298.916229545557,1,60564.55257556803,TARGET,0,False,1.3333333333333333,2,2023,1407164.4606468023
104,BUY,29547.996053531944,30278.589057066096,1,47488.54522971986,TIMEOUT,0,False,1.333333333333335,2,2023,1454653.0058765223
105,BUY,29739.123530204186,30274.776275699227,1,34817.428457177666,TIMEOUT,0,False,1.3333333333333333,2,2023,1489470.4343337
106,BUY,30009.008655753,30062.400971876257,1,3470.5005480116415,TIMEOUT,0,False,1.333333333333335,2,2023,1492940.9348817116
107,BUY,30252.74460205582,29993.134426369437,1,-16874.661419614877,TIMEOUT,0,False,1.3333333333333302,2,2023,1476066.2734620967
108,BUY,30353.10519880187,29532.03620522187,1,-53369.48458270001,STOP,0,False,1.333333333333335,2,2023,1422696.7888793966
109,BUY,30399.9461274351,29596.20141271557,1,-52243.4064567695,STOP,0,False,1.3333333333333333,2,2023,1370453.3824226272
110,BUY,30396.11806437938,29594.08148830765,1,-52132.3774446626,STOP,0,False,1.3333333333333297,2,2023,1318321.0049779646
111,BUY,30182.891556933875,29436.0555598765,1,-48544.33980872948,STOP,0,False,1.3333333333333315,2,2023,1269776.665169235
112,BUY,30113.34739000218,29443.28953241544,1,-43553.76074313812,STOP,0,False,1.3333333333333377,2,2023,1226222.904426097
113,BUY,29622.640188804635,28936.695097216783,1,-44586.43095321035,STOP,0,False,1.3333333333333333,2,2023,1181636.4734728865
114,BUY,29608.32417552308,28970.39712989405,1,-41465.2579658871,STOP,0,False,1.3333333333333264,2,2023,1140171.2155069993
115,BUY,29331.723184588383,29233.954491326924,1,-6354.965061994881,TIMEOUT,0,False,1.3333333333333286,2,2023,1133816.2504450043
116,BUY,29024.309564789157,29523.08561089079,1,32420.44299660616,TARGET,0,False,1.3333333333333333,2,2023,1166236.6934416106
117,BUY,29091.11151235502,29576.420151288232,1,31545.06153065884,TARGET,0,False,1.3333333333333386,2,2023,1197781.7549722693
118,BUY,29513.64515621383,28977.434758980144,1,-34853.67582018973,TIMEOUT,0,False,1.3333333333333284,2,2023,1162928.0791520795
119,BUY,29800.818814540195,29171.249891689502,1,-40921.979985295024,STOP,0,False,1.3333333333333333,2,2023,1122006.0991667844
120,BUY,29351.124649608795,29100.972848290243,1,-16259.8670857059,TIMEOUT,0,False,1.3333333333333288,2,2023,1105746.2320810785
121,BUY,29076.62488215757,28834.949054809542,1,-15708.928777621713,TIMEOUT,0,False,1.3333333333333288,2,2023,1090037.3033034566
122,BUY,29366.139549591808,28710.09858325922,1,-42642.662811618226,STOP,0,False,1.3333333333333266,2,2023,1047394.6404918385
123,BUY,29093.57678206223,28421.536103878363,1,-43682.64408195144,STOP,0,False,1.3333333333333377,2,2023,1003711.996409887
124,BUY,29042.814089626125,28364.581298797162,1,-44085.131403882566,STOP,0,False,1.3333333333333333,2,2023,959626.8650060045
125,BUY,29217.610014014856,28544.6084133325,1,-43745.10404435321,STOP,0,False,1.333333333333329,2,2023,915881.7609616512
126,BUY,28950.51999290497,28261.95687099296,1,-44756.60292428074,STOP,0,False,1.3333333333333333,2,2023,871125.1580373705
127,BUY,28995.53697350006,28331.806904001798,1,-43142.45451738705,STOP,0,False,1.3333333333333333,2,2023,827982.7035199834
128,BUY,28625.606966754116,27922.083608191133,1,-45729.0183065939,STOP,0,False,1.3333333333333333,2,2023,782253.6852133896
129,BUY,28468.20895166817,27788.37027868198,1,-44189.51374410226,STOP,0,False,1.3333333333333333,2,2023,738064.1714692874
130,BUY,28573.67412074003,27886.242666544425,1,-44683.0445227143,STOP,0,False,1.3333333333333355,2,2023,693381.126946573
131,BUY,28136.168144706528,28812.600628202585,1,43968.11142724371,TARGET,0,False,1.3333333333333293,2,2023,737349.2383738167
132,BUY,28274.50792519296,28873.433767798408,1,38930.17976935409,TIMEOUT,0,False,1.333333333333329,2,2023,776279.4181431708
133,BUY,28283.093991535094,28764.09391206683,1,31264.994834562858,TIMEOUT,0,False,1.333333333333329,2,2023,807544.4129777336
134,BUY,28454.011153983753,28813.696447341023,1,23379.54406822255,TIMEOUT,0,False,1.3333333333333288,2,2023,830923.9570459562
135,BUY,28532.057553504732,29125.44234422201,1,38570.0113966231,TARGET,0,False,1.3333333333333333,2,2023,869493.9684425793
136,BUY,28938.4073212757,29013.82458359668,1,4902.1220508638,TIMEOUT,0,False,1.3333333333333288,2,2023,874396.0904934431
137,BUY,28989.158953240483,29040.120607177734,1,3312.5075059213123,TIMEOUT,0,False,1.3333333333333357,2,2023,877708.5979993644
138,BUY,28879.380861614194,28851.3973332603,1,-1818.9293430032376,TIMEOUT,0,False,1.333333333333331,2,2023,875889.6686563612
139,BUY,28929.182204644992,28675.107646687953,1,-16514.84626720756,TIMEOUT,0,False,1.333333333333338,2,2023,859374.8223891536
140,BUY,29101.328638213978,28428.430425578943,1,-43738.38382127725,STOP,0,False,1.3333333333333313,2,2023,815636.4385678764
141,BUY,29130.112457679235,28470.311680648567,1,-42887.05050699346,STOP,0,False,1.3333333333333355,2,2023,772749.3880608829
142,BUY,29156.51387614438,28533.312976612295,1,-40508.05846958563,STOP,0,False,1.3333333333333406,2,2023,732241.3295912973
143,BUY,28967.03419631946,28337.75488753952,1,-40903.1550706961,STOP,0,False,1.333333333333331,2,2023,691338.1745206012
144,BUY,28790.037937857043,28169.570201351555,1,-40330.40287285676,STOP,0,False,1.3333333333333357,2,2023,651007.7716477445
145,BUY,28403.244160575414,28357.643860197415,1,-2964.0195245699215,TIMEOUT,0,False,1.3333333333333286,2,2023,648043.7521231745
146,BUY,28919.009211721695,28279.389794290273,1,-41575.26213304245,STOP,0,False,1.333333333333331,2,2023,606468.489990132
147,BUY,28575.808542394116,27945.547787146093,1,-40966.94909112144,STOP,0,False,1.3333333333333357,2,2023,565501.5408990106
148,BUY,28392.68247821302,28479.645417306747,1,5652.591041092201,TIMEOUT,0,False,1.3333333333333288,2,2023,571154.1319401028
149,BUY,28203.536562363442,28573.4960851098,1,24047.36897851326,TIMEOUT,0,False,1.3333333333333313,2,2023,595201.5009186161
150,BUY,28471.30175142065,28349.97383713331,1,-7886.314428677088,TIMEOUT,0,False,1.3333333333333355,2,2023,587315.186489939
151,BUY,28401.646734073154,29037.968896767266,1,41360.94057511729,TARGET,0,False,1.3333333333333355,2,2023,628676.1270650562
152,BUY,28772.628842005015,28651.380139484558,1,-7881.1656638297245,TIMEOUT,0,False,1.3333333333333333,2,2023,620794.9614012265
153,BUY,28593.792292726816,28754.659437713955,1,10456.364424164094,TIMEOUT,0,False,1.3333333333333313,2,2023,631251.3258253905
154,BUY,28688.019115511044,28951.95089914285,1,17155.56593606727,TIMEOUT,0,False,1.333333333333329,2,2023,648406.8917614578
155,BUY,28463.60098678114,29096.732415291935,1,41153.54285320165,TARGET,0,False,1.3333333333333333,2,2023,689560.4346146594
156,BUY,29095.32778097648,29047.21776513631,1,-3127.151029611141,TIMEOUT,0,False,1.3333333333333313,2,2023,686433.2835850483
157,BUY,28766.215330424377,29024.041323692494,1,16758.689562427644,TIMEOUT,0,False,1.3333333333333295,2,2023,703191.973147476
158,BUY,28869.90857373686,29051.281979518397,1,11789.27137579998,TIMEOUT,0,False,1.3333333333333295,2,2023,714981.244523276
159,BUY,29067.99078250615,29023.115317820935,1,-2916.905204538907,TIMEOUT,0,False,1.3333333333333373,2,2023,712064.339318737
160,BUY,29203.120985502013,29318.871394100373,1,7523.776558893405,TIMEOUT,0,False,1.3333333333333333,2,2023,719588.1158776304
161,BUY,29163.639479625832,29808.28786150213,1,41902.144821959315,TARGET,0,False,1.3333333333333333,2,2023,761490.2606995897
162,BUY,29140.370146633148,29742.216474801542,1,39120.011330945636,TARGET,0,False,1.3333333333333333,2,2023,800610.2720305354
163,BUY,29167.719983444324,29755.25267843995,1,38189.625174715635,TARGET,0,False,1.3333333333333357,2,2023,838799.897205251
164,BUY,29139.44042931521,29668.7366288113,1,34404.25296724583,TARGET,0,False,1.333333333333336,2,2023,873204.1501724969
165,BUY,29436.381900689958,29981.337432833,1,35422.1095892977,TARGET,0,False,1.3333333333333308,2,2023,908626.2597617946
166,BUY,30109.376019935477,29440.337063668343,1,-43487.532157363676,STOP,0,False,1.333333333333331,2,2023,865138.7276044309
167,BUY,29956.96048539467,29288.969220537398,1,-43419.43221572266,STOP,0,False,1.3333333333333377,2,2023,821719.2953887082
168,BUY,29564.185259263264,30197.109107447493,1,41140.05013197492,TARGET,0,False,1.3333333333333377,2,2023,862859.3455206831
169,BUY,29552.869649629425,30183.11141787134,1,40965.71493572445,TARGET,0,False,1.333333333333329,2,2023,903825.0604564075
170,BUY,30340.33283938719,31006.40829208146,1,43294.90442512774,TARGET,0,False,1.3333333333333375,2,2023,947119.9648815353
171,BUY,30112.525010113404,30765.299561074742,1,42430.34581248696,TARGET,0,False,1.3333333333333293,2,2023,989550.3106940222
172,BUY,30625.48074540877,31316.843994032908,1,44938.61116056889,TARGET,0,False,1.3333333333333353,2,2023,1034488.9218545911
173,BUY,31159.19463936222,31444.37786551067,1,18536.909699649168,TIMEOUT,0,False,1.3333333333333275,2,2023,1053025.8315542403
174,BUY,31002.675036883917,31277.63776532445,1,17872.577348634604,TIMEOUT,0,False,1.3333333333333295,2,2023,1070898.408902875
175,BUY,31195.171495100418,30977.33557182302,1,-14159.335013030886,TIMEOUT,0,False,1.3333333333333333,2,2023,1056739.0738898441
176,BUY,31723.168749351786,30897.07111918927,1,-53696.34596056354,STOP,0,False,1.3333333333333333,2,2023,1003042.7279292806
177,BUY,31618.93063305277,30816.598513677065,1,-52151.58775942074,STOP,0,False,1.333333333333335,2,2023,950891.1401698599
178,BUY,31570.407436113917,30757.56573764958,1,-52834.710400181924,STOP,0,False,1.3333333333333333,2,2023,898056.4297696779
179,BUY,31402.99903893296,30591.424772832215,1,-52752.3272965485,STOP,0,False,1.3333333333333315,2,2023,845304.1024731294
180,BUY,31101.493229425516,30347.94443719185,1,-48980.67149518823,STOP,0,False,1.3333333333333295,2,2023,796323.4309779411
181,BUY,30915.666329900774,30164.9353826283,1,-48797.51157271079,STOP,0,False,1.3333333333333275,2,2023,747525.9194052303
182,BUY,30554.85686162742,29813.8819181379,1,-48163.371326818815,STOP,0,False,1.3333333333333295,2,2023,699362.5480784115
183,BUY,30580.559249213475,29802.977703295524,1,-50542.80048466677,STOP,0,False,1.333333333333337,2,2023,648819.7475937448
184,BUY,30361.17809914364,29647.34923263754,1,-46398.87632289632,STOP,0,False,1.3333333333333375,2,2023,602420.8712708484
185,BUY,30447.461217002725,29735.972686868896,1,-46246.75445869889,STOP,0,False,1.3333333333333333,2,2023,556174.1168121495
186,BUY,29992.389278184957,30179.643612904452,1,12171.531756767181,TIMEOUT,0,False,1.3333333333333333,2,2023,568345.6485689167
187,BUY,30106.84218600115,29831.689494915834,1,-17884.924920545618,TIMEOUT,0,False,1.3333333333333266,2,2023,550460.7236483711
188,BUY,30374.02342991144,29724.30601215236,1,-42231.63215434035,STOP,0,False,1.333333333333338,2,2023,508229.0914940307
189,BUY,29789.333531793833,30429.868597087025,1,41634.779244057485,TARGET,0,False,1.3333333333333313,2,2023,549863.8707380882
190,BUY,29915.92537856876,30496.59205260997,1,37743.33381267848,TARGET,0,False,1.333333333333338,2,2023,587607.2045507666
191,BUY,30300.604108346954,30291.869373356894,1,-567.7577743538495,TIMEOUT,0,False,1.3333333333333268,2,2023,587039.4467764128
