signal_timestamp,theoretical_entry,paper_fill,expected_R,realized_R,MFE
2023-12-21 13:15:00,150.0,150.47,-1.0,-1.05,10.3
2023-12-21 13:30:00,150.0,150.47,-1.0,-1.11,12.42
2023-12-21 13:45:00,150.0,150.42,2.0,1.94,26.15
2023-12-21 14:00:00,150.0,150.52,-1.0,-1.05,0.92
2023-12-21 14:15:00,150.0,150.51,1.5,1.43,27.77
2023-12-21 14:30:00,150.0,150.46,0.69,0.64,15.15
2024-01-17 13:00:00,150.0,150.42,-1.0,-1.07,0.0
2024-01-17 13:15:00,150.0,150.48,-1.0,-1.08,10.4
2024-01-17 14:30:00,150.0,150.55,0.31,0.27,26.57
2024-01-23 10:15:00,150.0,150.5,-1.0,-1.1,0.0
2024-01-23 10:30:00,150.0,150.52,2.0,1.97,81.88
2024-01-23 10:45:00,150.0,150.48,2.0,1.98,83.7
2024-01-23 11:00:00,150.0,150.48,2.0,1.81,12.75
2024-01-23 11:15:00,150.0,150.49,2.0,1.86,15.42
2024-01-23 11:30:00,150.0,150.5,2.0,1.8,14.73
2024-01-23 11:45:00,150.0,150.47,2.0,1.98,93.02
2024-01-23 12:00:00,150.0,150.52,2.0,1.95,43.32
2024-01-23 12:15:00,150.0,150.43,2.0,1.97,58.65
2024-01-23 12:30:00,150.0,150.44,2.0,1.95,36.4
2024-01-23 12:45:00,150.0,150.55,2.0,1.92,27.43
2024-01-23 13:00:00,150.0,150.41,2.0,1.96,46.35
2024-01-23 13:15:00,150.0,150.49,2.0,1.92,25.95
2024-01-23 13:30:00,150.0,150.45,2.0,1.93,28.33
2024-01-23 13:45:00,150.0,150.42,2.0,1.88,16.05
2024-01-23 14:00:00,150.0,150.42,2.0,1.96,47.95
2024-01-23 14:15:00,150.0,150.51,2.0,1.92,28.75
2024-01-23 14:30:00,150.0,150.43,-0.09,-0.11,22.55
2024-01-24 10:30:00,150.0,150.45,-1.0,-1.03,12.32
2024-01-29 10:30:00,150.0,150.44,2.0,1.86,14.05
2024-01-29 10:45:00,150.0,150.45,2.0,1.94,31.73
2024-01-29 11:00:00,150.0,150.46,-1.0,-1.06,7.6
2024-01-29 11:15:00,150.0,150.53,-1.0,-1.2,4.57
2024-01-29 11:30:00,150.0,150.46,2.0,1.96,47.3
2024-01-29 11:45:00,150.0,150.5,2.0,1.92,24.05
2024-01-29 12:00:00,150.0,150.53,2.0,1.89,19.7
2024-01-29 12:15:00,150.0,150.49,-1.0,-1.17,5.93
2024-01-29 12:30:00,150.0,150.45,2.0,1.82,12.05
2024-01-29 12:45:00,150.0,150.48,2.0,1.92,25.27
2024-01-29 13:00:00,150.0,150.49,-1.0,-1.11,4.45
2024-01-29 13:15:00,150.0,150.51,-1.0,-1.09,0.0
2024-01-29 13:30:00,150.0,150.45,2.0,1.82,11.47
2024-01-29 13:45:00,150.0,150.45,2.0,1.93,26.77
2024-01-29 14:00:00,150.0,150.41,-1.0,-1.04,7.95
2024-01-29 14:15:00,150.0,150.43,-1.0,-1.17,0.0
2024-01-29 14:30:00,150.0,150.51,-1.0,-1.2,1.15
2024-01-30 11:15:00,150.0,150.46,-1.0,-1.06,9.5
2024-01-30 12:45:00,150.0,150.46,2.0,1.94,32.02
2024-01-30 13:15:00,150.0,150.48,2.0,1.93,28.23
2024-01-30 13:45:00,150.0,150.5,2.0,1.8,14.3
2024-01-30 14:00:00,150.0,150.47,2.0,1.94,37.45
2024-01-30 14:15:00,150.0,150.52,2.0,1.79,10.9
2024-01-30 14:30:00,150.0,150.5,2.0,1.96,55.12
2024-02-02 11:15:00,150.0,150.53,2.0,1.96,52.88
2024-02-02 11:30:00,150.0,150.49,-1.0,-1.03,41.35
2024-02-02 11:45:00,150.0,150.46,-1.0,-1.04,5.48
2024-02-02 12:00:00,150.0,150.52,-1.0,-1.13,6.3
2024-02-02 12:15:00,150.0,150.5,-1.0,-1.2,3.7
2024-02-08 10:15:00,150.0,150.47,2.0,1.97,73.57
2024-02-08 10:45:00,150.0,150.49,2.0,1.98,90.55
2024-02-08 11:00:00,150.0,150.55,2.0,1.97,77.75
2024-02-08 11:15:00,150.0,150.53,0.12,0.1,34.73
2024-02-08 11:30:00,150.0,150.48,2.0,1.82,11.6
2024-02-08 11:45:00,150.0,150.48,-1.0,-1.19,6.47
2024-02-08 12:00:00,150.0,150.5,-1.0,-1.18,0.0
2024-02-08 12:15:00,150.0,150.55,2.0,1.78,11.52
2024-02-08 12:30:00,150.0,150.43,-1.0,-1.08,8.5
2024-02-08 12:45:00,150.0,150.5,-1.0,-1.2,8.52
2024-02-08 13:00:00,150.0,150.45,2.0,1.82,10.7
2024-02-08 13:15:00,150.0,150.45,2.0,1.82,15.0
2024-02-08 13:30:00,150.0,150.5,2.0,1.8,11.42
2024-02-08 13:45:00,150.0,150.45,2.0,1.89,21.32
2024-02-08 14:00:00,150.0,150.42,2.0,1.93,23.7
2024-02-08 14:15:00,150.0,150.44,0.12,0.08,31.33
2024-02-08 14:30:00,150.0,150.45,-0.21,-0.27,25.8
2024-02-14 10:15:00,150.0,150.54,2.0,1.96,54.15
2024-02-14 11:00:00,150.0,150.47,-1.0,-1.04,3.0
2024-02-14 12:00:00,150.0,150.44,2.0,1.89,22.73
2024-02-14 12:15:00,150.0,150.41,2.0,1.91,20.38
2024-02-14 12:30:00,150.0,150.44,2.0,1.95,41.88
2024-02-14 12:45:00,150.0,150.42,-1.0,-1.17,5.47
2024-02-14 13:00:00,150.0,150.47,-1.0,-1.07,14.95
2024-02-14 13:15:00,150.0,150.55,-1.0,-1.19,0.0
2024-02-14 13:30:00,150.0,150.42,-1.0,-1.17,0.0
2024-02-14 13:45:00,150.0,150.5,2.0,1.93,29.33
2024-02-14 14:00:00,150.0,150.53,2.0,1.85,15.95
2024-02-14 14:15:00,150.0,150.45,2.0,1.97,61.9
2024-02-14 14:30:00,150.0,150.52,2.0,1.95,39.45
2024-02-22 10:15:00,150.0,150.42,2.0,1.86,14.92
2024-02-22 10:30:00,150.0,150.44,-1.0,-1.11,5.78
2024-02-22 10:45:00,150.0,150.44,2.0,1.82,10.03
2024-02-22 11:00:00,150.0,150.45,-1.0,-1.05,3.92
2024-02-22 11:15:00,150.0,150.4,2.0,1.84,11.85
2024-02-22 11:30:00,150.0,150.45,-1.0,-1.1,5.18
2024-02-28 11:00:00,150.0,150.42,0.87,0.86,62.47
2024-02-28 11:15:00,150.0,150.48,-1.0,-1.15,0.0
2024-02-28 11:30:00,150.0,150.47,2.0,1.94,33.22
2024-02-28 11:45:00,150.0,150.45,2.0,1.96,42.05
2024-02-28 12:00:00,150.0,150.41,2.0,1.83,10.05
2024-02-28 12:15:00,150.0,150.43,-1.0,-1.17,2.75
2024-02-28 12:30:00,150.0,150.47,2.0,1.81,12.73
2024-02-28 12:45:00,150.0,150.46,2.0,1.81,11.07
2024-02-28 13:00:00,150.0,150.48,0.5,0.47,20.62
2024-02-28 13:15:00,150.0,150.47,-1.0,-1.04,0.0
2024-02-28 13:30:00,150.0,150.46,-1.0,-1.18,4.73
2024-02-28 13:45:00,150.0,150.47,-1.0,-1.1,10.75
2024-02-28 14:00:00,150.0,150.48,-1.0,-1.19,1.52
2024-02-28 14:15:00,150.0,150.46,2.0,1.82,11.47
2024-02-28 14:30:00,150.0,150.51,2.0,1.85,19.4
2024-03-01 10:15:00,150.0,150.54,2.0,1.93,40.15
2024-03-01 10:30:00,150.0,150.47,-1.0,-1.12,5.45
2024-03-01 11:15:00,150.0,150.41,2.0,1.95,43.45
2024-03-01 11:30:00,150.0,150.43,2.0,1.94,30.62
2024-03-01 11:45:00,150.0,150.44,1.29,1.26,36.98
2024-03-01 12:00:00,150.0,150.44,-1.0,-1.17,5.3
2024-03-01 12:15:00,150.0,150.45,2.0,1.9,18.83
2024-03-01 12:30:00,150.0,150.5,2.0,1.86,14.65
2024-03-01 12:45:00,150.0,150.5,-1.0,-1.11,0.0
2024-03-01 13:00:00,150.0,150.41,-1.0,-1.12,9.28
2024-03-01 13:15:00,150.0,150.54,2.0,1.78,10.9
2024-03-01 13:30:00,150.0,150.54,0.91,0.85,19.73
2024-03-01 13:45:00,150.0,150.44,2.0,1.86,13.02
2024-03-01 14:00:00,150.0,150.52,2.0,1.79,10.7
2024-03-01 14:15:00,150.0,150.43,0.67,0.57,11.73
2024-03-01 14:30:00,150.0,150.48,-1.0,-1.14,2.4
2024-03-13 11:00:00,150.0,150.43,2.0,1.96,49.25
2024-03-13 11:15:00,150.0,150.43,2.0,1.95,40.8
2024-03-13 11:30:00,150.0,150.43,2.0,1.97,68.85
2024-03-13 11:45:00,150.0,150.45,2.0,1.96,46.73
2024-03-13 12:00:00,150.0,150.5,2.0,1.92,28.88
2024-03-13 12:15:00,150.0,150.43,2.0,1.97,61.12
2024-03-13 12:30:00,150.0,150.51,2.0,1.84,14.7
2024-03-13 12:45:00,150.0,150.45,-1.0,-1.09,6.73
2024-03-13 13:00:00,150.0,150.46,2.0,1.82,14.2
2024-03-13 13:15:00,150.0,150.48,2.0,1.89,21.28
2024-03-13 13:30:00,150.0,150.49,-1.0,-1.17,0.0
2024-03-13 13:45:00,150.0,150.55,2.0,1.96,54.27
2024-03-13 14:00:00,150.0,150.44,2.0,1.88,18.4
2024-03-13 14:15:00,150.0,150.52,0.18,0.14,48.02
2024-03-13 14:30:00,150.0,150.53,-1.0,-1.05,28.0
2024-03-28 10:45:00,150.0,150.42,2.0,1.98,76.3
2024-03-28 11:00:00,150.0,150.44,2.0,1.82,10.12
2024-03-28 11:15:00,150.0,150.47,-1.0,-1.09,0.0
2024-03-28 11:30:00,150.0,150.47,-1.0,-1.08,0.65
2024-03-28 11:45:00,150.0,150.48,-1.0,-1.19,5.22
2024-03-28 12:00:00,150.0,150.45,2.0,1.85,12.48
2024-03-28 12:15:00,150.0,150.54,2.0,1.78,11.82
2024-03-28 12:30:00,150.0,150.51,2.0,1.93,34.32
2024-03-28 12:45:00,150.0,150.49,-1.0,-1.03,51.17
2024-03-28 13:00:00,150.0,150.52,2.0,1.79,10.65
2024-03-28 13:15:00,150.0,150.44,2.0,1.85,15.93
2024-03-28 13:30:00,150.0,150.55,2.0,1.78,14.68
2024-03-28 13:45:00,150.0,150.45,2.0,1.83,12.55
2024-03-28 14:00:00,150.0,150.52,2.0,1.9,20.42
2024-03-28 14:15:00,150.0,150.51,-1.0,-1.05,23.98
2024-03-28 14:30:00,150.0,150.52,-1.0,-1.08,14.52
2024-04-04 10:15:00,150.0,150.49,-1.0,-1.03,0.0
2024-04-04 11:00:00,150.0,150.48,-1.0,-1.03,12.5
2024-04-18 11:15:00,150.0,150.41,-1.0,-1.02,21.4
2024-04-18 11:30:00,150.0,150.52,2.0,1.79,13.62
2024-04-18 11:45:00,150.0,150.45,2.0,1.9,19.7
2024-04-18 12:00:00,150.0,150.44,-1.0,-1.05,11.25
2024-04-18 12:15:00,150.0,150.48,2.0,1.81,11.8
2024-04-18 12:30:00,150.0,150.47,-1.0,-1.09,2.27
2024-04-18 12:45:00,150.0,150.4,-1.0,-1.12,0.33
2024-04-18 13:00:00,150.0,150.45,-1.0,-1.17,2.3
2024-04-18 13:15:00,150.0,150.54,-1.0,-1.22,7.18
2024-04-18 13:30:00,150.0,150.53,1.02,1.01,87.55
2024-04-18 13:45:00,150.0,150.46,0.86,0.85,66.15
2024-04-18 14:00:00,150.0,150.51,-1.0,-1.1,4.08
2024-04-18 14:15:00,150.0,150.44,-1.0,-1.07,0.0
2024-04-18 14:30:00,150.0,150.53,2.0,1.94,37.75
2024-04-19 10:15:00,150.0,150.48,-1.0,-1.09,1.85
2024-04-19 11:30:00,150.0,150.43,2.0,1.96,52.17
2024-04-19 11:45:00,150.0,150.52,2.0,1.93,32.3
2024-04-19 12:00:00,150.0,150.41,-1.0,-1.1,6.32
2024-04-19 12:15:00,150.0,150.51,2.0,1.94,41.05
2024-04-19 12:30:00,150.0,150.46,2.0,1.96,41.92
2024-04-19 12:45:00,150.0,150.55,2.0,1.96,59.43
2024-04-19 13:00:00,150.0,150.53,2.0,1.94,35.8
2024-04-19 13:15:00,150.0,150.5,-1.0,-1.11,0.0
2024-04-19 13:30:00,150.0,150.41,-1.0,-1.05,5.07
2024-04-19 13:45:00,150.0,150.51,2.0,1.88,21.73
2024-04-19 14:00:00,150.0,150.49,0.16,0.15,19.15
2024-04-19 14:15:00,150.0,150.46,-1.0,-1.1,5.35
2024-04-19 14:30:00,150.0,150.5,-1.0,-1.11,14.7
2024-04-25 10:15:00,150.0,150.43,-1.0,-1.03,10.67
2024-04-25 10:30:00,150.0,150.42,-1.0,-1.17,4.57
2024-04-25 10:45:00,150.0,150.5,-1.0,-1.2,0.02
2024-04-25 11:15:00,150.0,150.5,2.0,1.97,80.33
2024-04-25 11:45:00,150.0,150.46,-1.0,-1.14,2.75
2024-04-25 13:00:00,150.0,150.5,2.0,1.95,40.62
2024-04-25 13:15:00,150.0,150.44,2.0,1.95,42.8
2024-04-25 13:30:00,150.0,150.49,-1.0,-1.2,2.45
2024-04-25 13:45:00,150.0,150.55,2.0,1.96,58.1
2024-04-25 14:00:00,150.0,150.44,2.0,1.85,21.25
2024-04-25 14:15:00,150.0,150.51,-0.12,-0.14,24.77
2024-04-25 14:30:00,150.0,150.51,-1.0,-1.08,16.77
2024-05-03 10:15:00,150.0,150.41,2.0,1.98,97.82
2024-05-03 10:30:00,150.0,150.42,2.0,1.97,54.25
2024-05-03 10:45:00,150.0,150.41,2.0,1.97,64.15
2024-05-03 11:00:00,150.0,150.47,2.0,1.95,36.1
2024-05-03 11:15:00,150.0,150.47,2.0,1.86,16.73
2024-05-03 11:30:00,150.0,150.41,2.0,1.98,69.3
2024-05-03 11:45:00,150.0,150.45,-1.0,-1.06,27.25
2024-05-03 12:00:00,150.0,150.51,-1.0,-1.06,4.55
2024-05-03 12:15:00,150.0,150.47,-1.0,-1.07,0.0
2024-05-03 12:30:00,150.0,150.42,-1.0,-1.1,4.1
2024-05-03 12:45:00,150.0,150.43,2.0,1.83,13.27
2024-05-03 13:00:00,150.0,150.43,-0.6,-0.61,31.8
2024-05-03 13:15:00,150.0,150.47,-1.0,-1.12,8.35
2024-05-03 13:30:00,150.0,150.51,2.0,1.8,10.08
2024-05-03 13:45:00,150.0,150.41,-1.0,-1.02,13.33
2024-05-03 14:00:00,150.0,150.42,-1.0,-1.11,5.7
2024-05-03 14:15:00,150.0,150.52,-1.0,-1.21,0.0
2024-05-03 14:30:00,150.0,150.51,-1.0,-1.08,0.0
2024-05-09 10:15:00,150.0,150.52,2.0,1.95,49.43
2024-05-09 10:30:00,150.0,150.48,2.0,1.97,69.02
2024-05-09 10:45:00,150.0,150.46,-1.0,-1.08,8.2
2024-05-09 11:00:00,150.0,150.46,2.0,1.82,12.9
2024-05-09 11:15:00,150.0,150.46,-1.0,-1.09,8.18
2024-05-09 11:30:00,150.0,150.48,-1.0,-1.17,1.23
2024-05-09 11:45:00,150.0,150.49,-1.0,-1.2,1.02
2024-05-09 12:00:00,150.0,150.52,-1.0,-1.17,7.35
2024-05-09 12:15:00,150.0,150.48,-1.0,-1.19,4.62
2024-05-09 12:30:00,150.0,150.49,2.0,1.94,34.4
2024-05-09 12:45:00,150.0,150.43,2.0,1.95,37.3
2024-05-09 13:00:00,150.0,150.46,1.22,1.2,53.6
2024-05-09 13:15:00,150.0,150.52,2.0,1.88,18.52
2024-05-09 13:30:00,150.0,150.5,-1.0,-1.13,5.88
2024-05-09 13:45:00,150.0,150.54,-1.0,-1.12,0.0
2024-05-09 14:00:00,150.0,150.42,2.0,1.96,38.9
2024-05-09 14:15:00,150.0,150.49,-1.0,-1.2,8.35
2024-05-09 14:30:00,150.0,150.41,2.0,1.95,37.45
2024-05-13 10:45:00,150.0,150.45,-1.0,-1.04,5.85
2024-05-13 14:00:00,150.0,150.43,-0.06,-0.08,14.05
2024-05-13 14:15:00,150.0,150.42,-1.0,-1.07,13.65
2024-05-13 14:30:00,150.0,150.45,-1.0,-1.09,15.48
2024-05-16 10:30:00,150.0,150.49,-1.0,-1.03,40.48
2024-05-16 10:45:00,150.0,150.44,2.0,1.82,16.7
2024-05-16 11:00:00,150.0,150.5,-1.0,-1.04,28.92
2024-05-16 11:15:00,150.0,150.53,-1.0,-1.05,20.4
2024-05-16 11:30:00,150.0,150.47,-1.0,-1.14,4.98
2024-05-16 11:45:00,150.0,150.53,2.0,1.79,10.98
2024-05-16 12:00:00,150.0,150.48,-1.0,-1.12,5.98
2024-05-16 12:30:00,150.0,150.5,-1.0,-1.02,61.48
2024-05-16 12:45:00,150.0,150.47,2.0,1.86,14.88
2024-05-16 13:00:00,150.0,150.42,-1.0,-1.04,43.45
2024-05-16 13:15:00,150.0,150.46,2.0,1.92,26.7
2024-05-16 13:30:00,150.0,150.42,-1.0,-1.03,9.62
2024-05-16 13:45:00,150.0,150.47,-1.0,-1.08,8.85
2024-05-16 14:00:00,150.0,150.47,-1.0,-1.19,0.75
2024-05-16 14:15:00,150.0,150.5,-1.0,-1.03,0.0
2024-05-16 14:30:00,150.0,150.53,-1.0,-1.15,0.0
2024-05-23 10:30:00,150.0,150.5,-1.0,-1.06,2.77
2024-05-23 11:00:00,150.0,150.51,2.0,1.95,39.55
2024-05-23 11:15:00,150.0,150.52,2.0,1.79,13.23
2024-05-23 11:30:00,150.0,150.44,2.0,1.87,26.5
2024-05-23 11:45:00,150.0,150.48,2.0,1.85,20.3
2024-05-23 12:00:00,150.0,150.47,2.0,1.96,50.08
2024-05-23 12:15:00,150.0,150.45,2.0,1.86,19.2
2024-05-23 12:30:00,150.0,150.51,2.0,1.95,39.65
2024-05-23 12:45:00,150.0,150.49,2.0,1.96,52.58
2024-05-23 13:00:00,150.0,150.41,-1.0,-1.06,5.12
2024-05-23 13:15:00,150.0,150.51,-1.0,-1.2,0.0
2024-05-23 13:30:00,150.0,150.5,2.0,1.96,55.75
2024-05-23 13:45:00,150.0,150.5,2.0,1.88,17.4
2024-05-23 14:00:00,150.0,150.52,2.0,1.95,39.3
2024-05-23 14:15:00,150.0,150.53,1.11,1.07,37.9
2024-05-23 14:30:00,150.0,150.41,-1.0,-1.11,0.0
2024-06-04 11:00:00,150.0,150.46,2.0,1.99,272.82
2024-06-04 11:15:00,150.0,150.5,2.0,1.99,303.77
2024-06-04 11:30:00,150.0,150.43,2.0,1.95,47.72
2024-06-04 11:45:00,150.0,150.48,2.0,1.99,168.82
2024-06-04 12:00:00,150.0,150.47,-1.0,-1.01,301.45
2024-06-04 12:15:00,150.0,150.49,-1.0,-1.01,154.9
2024-06-04 12:30:00,150.0,150.54,-1.0,-1.01,0.0
2024-06-04 12:45:00,150.0,150.47,-1.0,-1.04,38.1
2024-06-04 13:00:00,150.0,150.45,-1.0,-1.02,63.38
2024-06-04 13:15:00,150.0,150.41,2.0,1.84,24.93
2024-06-04 13:30:00,150.0,150.49,-1.0,-1.02,37.33
2024-06-04 13:45:00,150.0,150.51,-1.0,-1.08,8.4
2024-06-04 14:00:00,150.0,150.41,2.0,1.95,44.25
2024-06-04 14:15:00,150.0,150.52,0.61,0.6,168.25
2024-06-04 14:30:00,150.0,150.4,-1.0,-1.01,0.0
2024-06-05 11:00:00,150.0,150.47,2.0,1.99,177.05
2024-06-05 11:15:00,150.0,150.53,1.73,1.72,159.78
2024-06-05 11:30:00,150.0,150.47,-1.0,-1.01,10.08
2024-06-05 11:45:00,150.0,150.48,-1.0,-1.09,0.0
2024-06-05 12:00:00,150.0,150.45,2.0,1.97,59.92
2024-06-05 12:15:00,150.0,150.5,-1.0,-1.04,30.52
2024-06-05 12:30:00,150.0,150.5,-1.0,-1.07,16.08
2024-06-05 12:45:00,150.0,150.42,-1.0,-1.09,3.17
2024-06-05 13:00:00,150.0,150.42,2.0,1.99,122.38
2024-06-05 13:15:00,150.0,150.44,2.0,1.96,51.28
2024-06-05 13:30:00,150.0,150.5,2.0,1.95,51.28
2024-06-05 13:45:00,150.0,150.53,2.0,1.95,47.38
2024-06-05 14:00:00,150.0,150.53,2.0,1.98,91.53
2024-06-05 14:15:00,150.0,150.54,-1.0,-1.15,3.22
2024-06-05 14:30:00,150.0,150.47,0.93,0.91,66.5
2024-06-07 10:30:00,150.0,150.45,2.0,1.98,74.6
2024-06-07 10:45:00,150.0,150.53,2.0,1.96,64.48
2024-06-07 11:00:00,150.0,150.48,2.0,1.93,35.23
2024-06-07 11:15:00,150.0,150.49,-1.0,-1.06,1.08
2024-06-07 11:30:00,150.0,150.51,2.0,1.8,10.62
2024-06-07 11:45:00,150.0,150.41,2.0,1.98,90.43
2024-06-07 12:00:00,150.0,150.43,2.0,1.97,62.98
2024-06-07 12:15:00,150.0,150.47,-1.0,-1.11,0.0
2024-06-07 12:30:00,150.0,150.51,0.87,0.84,54.73
2024-06-07 12:45:00,150.0,150.42,-1.0,-1.04,15.98
2024-06-07 13:00:00,150.0,150.55,-1.0,-1.09,0.0
2024-06-07 13:15:00,150.0,150.49,-1.0,-1.06,0.0
2024-06-07 13:30:00,150.0,150.43,2.0,1.93,30.05
2024-06-07 13:45:00,150.0,150.43,0.95,0.92,47.98
2024-06-07 14:00:00,150.0,150.48,2.0,1.81,10.3
2024-06-07 14:15:00,150.0,150.46,0.61,0.57,38.02
2024-06-07 14:30:00,150.0,150.48,-1.0,-1.06,6.47
