signal_timestamp,regime,volatility_expansion_metrics,theoretical_entry,actual_option_selected,bid,ask,spread,midpoint,paper_fill,MFE,MAE,exit_reason,expected_R,realized_R
2022-10-11 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.89,150.0,150.45,21.38,9.5,TARGET,2.0,1.91
2022-10-11 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.8,150.0,150.4,13.5,1.83,TARGET,2.0,1.84
2022-10-11 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,53.7,3.12,TARGET,2.0,1.96
2022-12-15 10:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.99,150.0,150.49,0.5,10.15,STOP_LOSS,-1.0,-1.11
2022-12-15 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,12.02,3.23,TARGET,2.0,1.86
2022-12-15 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.85,150.0,150.43,18.42,0.98,TARGET,2.0,1.9
2022-12-15 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.02,150.0,150.51,11.1,2.62,TARGET,2.0,1.8
2022-12-15 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,12.8,0.0,TARGET,2.0,1.87
2022-12-15 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,18.1,5.95,TARGET,2.0,1.89
2022-12-15 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.89,150.0,150.45,0.0,7.4,STOP_LOSS,-1.0,-1.14
2022-12-15 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,19.93,3.05,TARGET,2.0,1.9
2022-12-15 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,0.08,5.25,STOP_LOSS,-1.0,-1.17
2022-12-15 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.01,150.0,150.51,10.6,2.92,TARGET,2.0,1.8
2022-12-15 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.83,150.0,150.41,2.55,11.12,STOP_LOSS,-1.0,-1.08
2022-12-15 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,12.3,3.12,TARGET,2.0,1.78
2022-12-15 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.86,150.0,150.43,32.45,0.0,TARGET,2.0,1.94
2022-12-21 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,61.48,17.8,TARGET,2.0,1.96
2022-12-21 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,8.68,5.72,STOP_LOSS,-1.0,-1.18
2022-12-21 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.92,150.0,150.46,4.73,7.62,STOP_LOSS,-1.0,-1.12
2022-12-21 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,4.65,6.0,STOP_LOSS,-1.0,-1.21
2022-12-21 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.89,150.0,150.44,1.77,6.25,STOP_LOSS,-1.0,-1.18
2022-12-21 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,20.95,0.0,TARGET,2.0,1.89
2022-12-21 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.87,150.0,150.44,40.0,0.0,TARGET,2.0,1.96
2022-12-21 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.92,150.0,150.46,17.35,0.0,TARGET,2.0,1.87
2022-12-21 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.05,150.0,150.53,22.8,6.77,TARGET,2.0,1.89
2022-12-21 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,0.0,17.4,STOP_LOSS,-1.0,-1.05
2022-12-21 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,10.85,0.0,TARGET,2.0,1.79
2022-12-21 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,33.17,11.43,TARGET,2.0,1.94
2022-12-21 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,24.25,2.12,TARGET,2.0,1.87
2022-12-21 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.99,150.0,150.49,10.38,45.75,STOP_LOSS,-1.0,-1.02
2022-12-21 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,18.65,13.08,STOP_LOSS,-1.0,-1.08
2022-12-21 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,8.38,8.7,STOP_LOSS,-1.0,-1.21
2022-12-23 10:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.86,150.0,150.43,23.55,2.17,TARGET,2.0,1.93
2022-12-23 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,0.0,19.95,STOP_LOSS,-1.0,-1.06
2022-12-23 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.95,150.0,150.47,0.85,6.0,STOP_LOSS,-1.0,-1.16
2022-12-23 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,0.99,150.0,150.5,0.0,6.4,STOP_LOSS,-1.0,-1.2
2022-12-23 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,11.2,0.0,TARGET,2.0,1.8
2022-12-23 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.02,150.0,150.51,46.35,11.5,TARGET,2.0,1.95
2022-12-23 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,13.62,20.02,STOP_LOSS,-1.0,-1.06
2022-12-23 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.01,150.0,150.5,0.0,10.0,STOP_LOSS,-1.0,-1.12
2022-12-23 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,6.7,9.0,STOP_LOSS,-1.0,-1.16
2022-12-23 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,11.8,3.2,TARGET,2.0,1.78
2022-12-23 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.86,150.0,150.43,19.15,3.45,TARGET,2.0,1.9
2022-12-23 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.96,150.0,150.48,28.12,12.55,TARGET,2.0,1.93
2022-12-23 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,24.5,5.85,TARGET,2.0,1.93
2022-12-23 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,12.83,2.38,TARGET,2.0,1.82
2022-12-23 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,36.82,14.75,EOD_SQUAREOFF,0.79,0.75
2022-12-23 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,11.38,0.0,TARGET,2.0,1.82
2022-12-23 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,2.08,17.12,STOP_LOSS,-1.0,-1.07
2022-12-23 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.96,150.0,150.48,1.4,6.3,STOP_LOSS,-1.0,-1.19
2022-12-26 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.46,150.54,1.09,150.0,150.54,30.92,6.17,TARGET,2.0,1.92
2022-12-26 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.06,150.0,150.53,19.05,0.0,TARGET,2.0,1.89
2022-12-26 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.5,150.5,1.01,150.0,150.5,3.98,17.42,STOP_LOSS,-1.0,-1.06
2022-12-26 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.52,150.48,0.95,150.0,150.48,6.83,5.65,STOP_LOSS,-1.0,-1.19
2022-12-26 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.98,150.0,150.49,2.58,9.9,STOP_LOSS,-1.0,-1.14
2022-12-26 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,0.0,8.17,STOP_LOSS,-1.0,-1.21
2022-12-26 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.92,150.0,150.46,15.0,6.9,TARGET,2.0,1.88
2022-12-26 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.99,150.0,150.49,20.02,5.08,TARGET,2.0,1.9
2022-12-26 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.07,150.0,150.53,3.2,7.38,STOP_LOSS,-1.0,-1.19
2022-12-26 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.07,150.0,150.53,11.9,0.0,TARGET,2.0,1.8
2022-12-26 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.51,150.49,0.99,150.0,150.49,1.75,9.93,STOP_LOSS,-1.0,-1.1
2022-12-26 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.59,150.41,0.81,150.0,150.41,10.05,0.0,TARGET,2.0,1.84
2022-12-26 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.05,150.0,150.53,27.8,3.88,TARGET,2.0,1.92
2022-12-26 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.5,150.5,1.0,150.0,150.5,26.0,0.0,TARGET,2.0,1.92
2023-01-06 10:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.93,150.0,150.47,23.75,7.15,TARGET,2.0,1.92
2023-01-06 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.8,150.0,150.4,23.8,2.75,TARGET,2.0,1.93
2023-01-06 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.93,150.0,150.47,2.5,8.77,STOP_LOSS,-1.0,-1.13
2023-01-06 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.96,150.0,150.48,21.8,8.55,TARGET,2.0,1.9
2023-01-06 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,4.97,9.9,STOP_LOSS,-1.0,-1.09
2023-01-06 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,0.0,12.0,STOP_LOSS,-1.0,-1.08
2023-01-06 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.01,150.0,150.51,10.6,4.67,TARGET,2.0,1.8
2023-01-06 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.97,150.0,150.49,10.32,3.35,TARGET,2.0,1.81
2023-01-06 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.81,150.0,150.4,22.88,1.72,TARGET,2.0,1.93
2023-01-06 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,28.45,5.77,TARGET,2.0,1.93
2023-01-06 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.89,150.0,150.44,35.07,0.0,TARGET,2.0,1.95
2023-01-06 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,24.88,17.6,STOP_LOSS,-1.0,-1.05
2023-01-06 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,17.77,10.27,STOP_LOSS,-1.0,-1.09
2023-01-06 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,0.0,20.12,STOP_LOSS,-1.0,-1.06
2023-01-06 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.95,150.0,150.47,0.0,7.85,STOP_LOSS,-1.0,-1.19
2023-01-06 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,0.0,6.88,STOP_LOSS,-1.0,-1.15
2023-01-06 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,11.52,18.58,STOP_LOSS,-1.0,-1.06
2023-01-06 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.95,150.0,150.47,9.68,5.48,STOP_LOSS,-1.0,-1.17
2023-01-10 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,35.92,8.73,TARGET,2.0,1.94
2023-01-10 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,12.38,0.0,TARGET,2.0,1.82
2023-01-10 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,13.38,10.35,STOP_LOSS,-1.0,-1.11
2023-01-10 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,6.9,13.68,STOP_LOSS,-1.0,-1.08
2023-01-10 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.8,150.0,150.4,0.0,5.72,STOP_LOSS,-1.0,-1.16
2023-01-10 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,0.0,5.95,STOP_LOSS,-1.0,-1.21
2023-01-10 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.89,150.0,150.45,6.5,5.4,STOP_LOSS,-1.0,-1.18
2023-01-10 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.02,150.0,150.51,10.05,3.8,TARGET,2.0,1.8
2023-01-10 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.06,150.0,150.53,23.08,12.75,EOD_SQUAREOFF,-0.28,-0.31
2023-01-10 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,0.0,13.7,STOP_LOSS,-1.0,-1.07
2023-01-10 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.01,150.0,150.5,15.1,11.05,STOP_LOSS,-1.0,-1.1
2023-01-10 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,12.75,1.88,TARGET,2.0,1.82
2023-01-10 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.87,150.0,150.44,0.62,19.6,STOP_LOSS,-1.0,-1.05
2023-01-10 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.85,150.0,150.42,4.9,7.1,STOP_LOSS,-1.0,-1.17
2023-01-10 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.81,150.0,150.41,17.52,3.92,TARGET,2.0,1.9
2023-01-10 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.96,150.0,150.48,8.83,23.75,STOP_LOSS,-1.0,-1.05
2023-01-27 10:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.85,150.0,150.43,8.67,33.38,STOP_LOSS,-1.0,-1.03
2023-01-27 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.85,150.0,150.42,10.2,20.88,STOP_LOSS,-1.0,-1.05
2023-01-27 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.01,150.0,150.51,33.15,0.45,TARGET,2.0,1.94
2023-01-27 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.94,150.0,150.47,23.0,9.9,TARGET,2.0,1.91
2023-01-27 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,30.52,4.0,TARGET,2.0,1.92
2023-01-27 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.92,150.0,150.46,23.92,4.6,TARGET,2.0,1.91
2023-01-27 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,13.55,0.0,TARGET,2.0,1.79
2023-01-27 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.05,150.0,150.52,40.57,2.45,TARGET,2.0,1.95
2023-01-27 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.02,150.0,150.51,36.4,0.0,TARGET,2.0,1.94
2023-01-27 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.6,150.4,0.81,150.0,150.4,18.27,19.2,STOP_LOSS,-1.0,-1.04
2023-01-27 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,0.0,12.93,STOP_LOSS,-1.0,-1.11
2023-01-27 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.54,150.46,0.93,150.0,150.46,13.45,14.07,STOP_LOSS,-1.0,-1.1
2023-01-27 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,1.0,150.0,150.5,28.57,30.38,STOP_LOSS,-1.0,-1.04
2023-01-27 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,10.52,2.5,TARGET,2.0,1.82
2023-01-27 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.04,150.0,150.52,23.9,20.25,STOP_LOSS,-1.0,-1.07
2023-01-27 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.55,150.45,0.9,150.0,150.45,6.38,32.3,STOP_LOSS,-1.0,-1.04
2023-01-27 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,0.0,13.92,STOP_LOSS,-1.0,-1.09
2023-01-30 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,0.17,29.58,STOP_LOSS,-1.0,-1.08
2023-02-01 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.04,150.0,150.52,56.55,64.73,STOP_LOSS,-1.0,-1.02
2023-02-01 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.48,150.52,1.05,150.0,150.52,34.05,23.7,STOP_LOSS,-1.0,-1.05
2023-02-01 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.5,150.5,1.0,150.0,150.5,1.38,36.35,STOP_LOSS,-1.0,-1.03
2023-02-01 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.47,150.53,1.06,150.0,150.53,4.4,9.85,STOP_LOSS,-1.0,-1.21
2023-02-01 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.53,150.47,0.93,150.0,150.47,117.95,19.1,TARGET,2.0,1.98
2023-02-01 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.98,150.0,150.49,112.1,32.35,TARGET,2.0,1.98
2023-02-01 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.48,150.52,1.03,150.0,150.52,52.73,1.2,TARGET,2.0,1.95
2023-02-01 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,95.12,15.02,TARGET,2.0,1.98
2023-02-03 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.52,150.48,0.96,150.0,150.48,28.88,24.8,STOP_LOSS,-1.0,-1.04
2023-02-03 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,0.0,31.27,STOP_LOSS,-1.0,-1.03
2023-02-03 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,23.27,12.7,STOP_LOSS,-1.0,-1.07
2023-02-03 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.45,150.55,1.1,150.0,150.55,19.4,7.88,TARGET,2.0,1.88
2023-02-03 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.83,150.0,150.42,7.4,26.3,STOP_LOSS,-1.0,-1.04
2023-02-03 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.08,150.0,150.54,0.0,10.85,STOP_LOSS,-1.0,-1.22
2023-02-03 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.59,150.41,0.82,150.0,150.41,53.35,8.62,TARGET,2.0,1.97
2023-02-03 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.58,150.42,0.84,150.0,150.42,29.47,5.6,TARGET,2.0,1.94
2023-02-03 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.56,150.44,0.89,150.0,150.44,15.95,0.0,TARGET,2.0,1.88
2023-02-03 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_CE,149.54,150.46,0.91,150.0,150.46,35.97,0.0,EOD_SQUAREOFF,1.29,1.25
2023-03-13 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.56,150.44,0.88,150.0,150.44,35.5,3.9,TARGET,2.0,1.94
2023-03-13 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.45,150.55,1.09,150.0,150.55,10.25,0.0,TARGET,2.0,1.78
2023-03-13 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.07,150.0,150.54,32.1,7.98,TARGET,2.0,1.92
2023-03-13 12:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,26.92,0.0,TARGET,2.0,1.92
2023-03-13 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,48.07,4.33,TARGET,2.0,1.96
2023-03-13 13:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.85,150.0,150.43,0.0,16.6,STOP_LOSS,-1.0,-1.05
2023-03-13 13:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.57,150.43,0.87,150.0,150.43,0.0,12.88,STOP_LOSS,-1.0,-1.1
2023-03-13 13:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.84,150.0,150.42,35.25,2.42,TARGET,2.0,1.95
2023-03-13 13:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.47,150.53,1.07,150.0,150.53,41.47,7.8,TARGET,2.0,1.95
2023-03-13 14:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.03,150.0,150.51,34.67,9.05,TARGET,2.0,1.93
2023-03-13 14:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.98,150.0,150.49,37.65,3.6,EOD_SQUAREOFF,0.95,0.91
2023-03-13 14:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.59,150.41,0.82,150.0,150.41,28.65,0.0,TARGET,2.0,1.93
2023-03-14 10:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.85,150.0,150.42,24.3,19.75,STOP_LOSS,-1.0,-1.04
2023-03-14 10:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.49,150.51,1.02,150.0,150.51,0.0,11.1,STOP_LOSS,-1.0,-1.2
2023-03-14 11:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.98,150.0,150.49,23.1,20.95,STOP_LOSS,-1.0,-1.05
2023-03-14 11:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.85,150.0,150.42,8.17,16.83,STOP_LOSS,-1.0,-1.06
2023-03-14 11:30:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.58,150.42,0.83,150.0,150.42,4.95,6.05,STOP_LOSS,-1.0,-1.17
2023-03-14 11:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.5,150.5,0.99,150.0,150.5,14.22,10.48,STOP_LOSS,-1.0,-1.11
2023-03-14 12:00:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.51,150.49,0.99,150.0,150.49,5.98,9.85,STOP_LOSS,-1.0,-1.11
2023-03-14 12:15:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.07,150.0,150.54,4.9,11.42,STOP_LOSS,-1.0,-1.21
2023-03-14 12:45:00,VOL_EXPANSION,VALID,150.0,NIFTY_ATM_PE,149.46,150.54,1.09,150.0,150.54,58.35,0.0,EOD_SQUAREOFF,0.59,0.56
