fixture_id,stage,authority_before,authority_after,reason_code
retry_after_timeout,candidate_creation,phase2_pass,phase2_pass,candidate_created
retry_after_timeout,candidate_pool,phase2_pass,phase2_pass,pool_built
retry_after_timeout,normalization,phase2_pass,phase2_pass,normalized
retry_after_timeout,classification,phase2_pass,classified,classified
retry_after_timeout,risk_executable_truth,classified,executable,executable_truth_pass
retry_after_timeout,scoring,classified,scored,setup_score
retry_after_timeout,ranking,scored,ranked,ranked
retry_after_timeout,ui_projection,ranked,actionable,actionable_ranked_row
retry_after_timeout,manual_approval,actionable,approved,approved
retry_after_timeout,order_intent,approved,broker_ready,ok
retry_after_timeout,mock_broker,broker_ready,timeout_unresolved,mock_timeout_before_ack
retry_after_timeout,order_tracking,timeout_unresolved,timeout_unresolved,mock_timeout_before_ack
retry_after_timeout,reconciliation,timeout_unresolved,unresolved,mock_timeout_before_ack
duplicate_broker_request_idempotency,market_feed_input,none,observed,fixture_loaded
duplicate_broker_request_idempotency,websocket_ingestion_contract,observed,snapshot,accepted
duplicate_broker_request_idempotency,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
duplicate_broker_request_idempotency,market_state,fresh_quote,market_state,market_state_constructed
duplicate_broker_request_idempotency,strategy,market_state,signal,signal_emitted
duplicate_broker_request_idempotency,tradebuilder,signal,trade_intent,tradebuilder_built
duplicate_broker_request_idempotency,phase1,trade_intent,phase1_pass,phase1_pass
duplicate_broker_request_idempotency,phase2,phase1_pass,phase2_pass,phase2_pass
duplicate_broker_request_idempotency,candidate_creation,phase2_pass,phase2_pass,candidate_created
duplicate_broker_request_idempotency,candidate_pool,phase2_pass,phase2_pass,pool_built
duplicate_broker_request_idempotency,normalization,phase2_pass,phase2_pass,normalized
duplicate_broker_request_idempotency,classification,phase2_pass,classified,classified
duplicate_broker_request_idempotency,risk_executable_truth,classified,executable,executable_truth_pass
duplicate_broker_request_idempotency,scoring,classified,scored,setup_score
duplicate_broker_request_idempotency,ranking,scored,ranked,ranked
duplicate_broker_request_idempotency,ui_projection,ranked,actionable,actionable_ranked_row
duplicate_broker_request_idempotency,manual_approval,actionable,approved,approved
duplicate_broker_request_idempotency,order_intent,approved,broker_ready,ok
duplicate_broker_request_idempotency,mock_broker,broker_ready,duplicate_collapsed,duplicate_idempotency_key
duplicate_broker_request_idempotency,order_tracking,duplicate_collapsed,duplicate_collapsed,duplicate_idempotency_key
duplicate_broker_request_idempotency,reconciliation,duplicate_collapsed,unresolved,duplicate_idempotency_key
partial_fill,market_feed_input,none,observed,fixture_loaded
partial_fill,websocket_ingestion_contract,observed,snapshot,accepted
partial_fill,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
partial_fill,market_state,fresh_quote,market_state,market_state_constructed
partial_fill,strategy,market_state,signal,signal_emitted
partial_fill,tradebuilder,signal,trade_intent,tradebuilder_built
partial_fill,phase1,trade_intent,phase1_pass,phase1_pass
partial_fill,phase2,phase1_pass,phase2_pass,phase2_pass
partial_fill,candidate_creation,phase2_pass,phase2_pass,candidate_created
partial_fill,candidate_pool,phase2_pass,phase2_pass,pool_built
partial_fill,normalization,phase2_pass,phase2_pass,normalized
partial_fill,classification,phase2_pass,classified,classified
partial_fill,risk_executable_truth,classified,executable,executable_truth_pass
partial_fill,scoring,classified,scored,setup_score
partial_fill,ranking,scored,ranked,ranked
partial_fill,ui_projection,ranked,actionable,actionable_ranked_row
partial_fill,manual_approval,actionable,approved,approved
partial_fill,order_intent,approved,broker_ready,ok
partial_fill,mock_broker,broker_ready,partially_filled,mock_partial_fill
partial_fill,order_tracking,partially_filled,partially_filled,mock_partial_fill
partial_fill,reconciliation,partially_filled,unresolved,mock_partial_fill
multiple_partial_fills,market_feed_input,none,observed,fixture_loaded
multiple_partial_fills,websocket_ingestion_contract,observed,snapshot,accepted
multiple_partial_fills,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
multiple_partial_fills,market_state,fresh_quote,market_state,market_state_constructed
multiple_partial_fills,strategy,market_state,signal,signal_emitted
multiple_partial_fills,tradebuilder,signal,trade_intent,tradebuilder_built
multiple_partial_fills,phase1,trade_intent,phase1_pass,phase1_pass
multiple_partial_fills,phase2,phase1_pass,phase2_pass,phase2_pass
multiple_partial_fills,candidate_creation,phase2_pass,phase2_pass,candidate_created
multiple_partial_fills,candidate_pool,phase2_pass,phase2_pass,pool_built
multiple_partial_fills,normalization,phase2_pass,phase2_pass,normalized
multiple_partial_fills,classification,phase2_pass,classified,classified
multiple_partial_fills,risk_executable_truth,classified,executable,executable_truth_pass
multiple_partial_fills,scoring,classified,scored,setup_score
multiple_partial_fills,ranking,scored,ranked,ranked
multiple_partial_fills,ui_projection,ranked,actionable,actionable_ranked_row
multiple_partial_fills,manual_approval,actionable,approved,approved
multiple_partial_fills,order_intent,approved,broker_ready,ok
multiple_partial_fills,mock_broker,broker_ready,filled,mock_fills_reconciled_monotonic
multiple_partial_fills,order_tracking,filled,filled,mock_fills_reconciled_monotonic
multiple_partial_fills,reconciliation,filled,reconciled,mock_fills_reconciled_monotonic
out_of_order_order_updates,market_feed_input,none,observed,fixture_loaded
out_of_order_order_updates,websocket_ingestion_contract,observed,snapshot,accepted
out_of_order_order_updates,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
out_of_order_order_updates,market_state,fresh_quote,market_state,market_state_constructed
out_of_order_order_updates,strategy,market_state,signal,signal_emitted
out_of_order_order_updates,tradebuilder,signal,trade_intent,tradebuilder_built
out_of_order_order_updates,phase1,trade_intent,phase1_pass,phase1_pass
out_of_order_order_updates,phase2,phase1_pass,phase2_pass,phase2_pass
out_of_order_order_updates,candidate_creation,phase2_pass,phase2_pass,candidate_created
out_of_order_order_updates,candidate_pool,phase2_pass,phase2_pass,pool_built
out_of_order_order_updates,normalization,phase2_pass,phase2_pass,normalized
out_of_order_order_updates,classification,phase2_pass,classified,classified
out_of_order_order_updates,risk_executable_truth,classified,executable,executable_truth_pass
out_of_order_order_updates,scoring,classified,scored,setup_score
out_of_order_order_updates,ranking,scored,ranked,ranked
out_of_order_order_updates,ui_projection,ranked,actionable,actionable_ranked_row
out_of_order_order_updates,manual_approval,actionable,approved,approved
out_of_order_order_updates,order_intent,approved,broker_ready,ok
out_of_order_order_updates,mock_broker,broker_ready,filled,mock_fills_reconciled_monotonic
out_of_order_order_updates,order_tracking,filled,filled,mock_fills_reconciled_monotonic
out_of_order_order_updates,reconciliation,filled,reconciled,mock_fills_reconciled_monotonic
restart_before_reconciliation,market_feed_input,none,observed,fixture_loaded
restart_before_reconciliation,websocket_ingestion_contract,observed,snapshot,accepted
restart_before_reconciliation,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
restart_before_reconciliation,market_state,fresh_quote,market_state,market_state_constructed
restart_before_reconciliation,strategy,market_state,signal,signal_emitted
restart_before_reconciliation,tradebuilder,signal,trade_intent,tradebuilder_built
restart_before_reconciliation,phase1,trade_intent,phase1_pass,phase1_pass
restart_before_reconciliation,phase2,phase1_pass,phase2_pass,phase2_pass
restart_before_reconciliation,candidate_creation,phase2_pass,phase2_pass,candidate_created
restart_before_reconciliation,candidate_pool,phase2_pass,phase2_pass,pool_built
restart_before_reconciliation,normalization,phase2_pass,phase2_pass,normalized
restart_before_reconciliation,classification,phase2_pass,classified,classified
restart_before_reconciliation,risk_executable_truth,classified,executable,executable_truth_pass
restart_before_reconciliation,scoring,classified,scored,setup_score
restart_before_reconciliation,ranking,scored,ranked,ranked
restart_before_reconciliation,ui_projection,ranked,actionable,actionable_ranked_row
restart_before_reconciliation,manual_approval,actionable,approved,approved
restart_before_reconciliation,order_intent,approved,broker_ready,ok
restart_before_reconciliation,mock_broker,broker_ready,restart_recovered_unresolved,mock_restart_before_final_fill
restart_before_reconciliation,order_tracking,restart_recovered_unresolved,restart_recovered_unresolved,mock_restart_before_final_fill
restart_before_reconciliation,reconciliation,restart_recovered_unresolved,unresolved,mock_restart_before_final_fill
restart_recovery_final_reconciliation,market_feed_input,none,observed,fixture_loaded
restart_recovery_final_reconciliation,websocket_ingestion_contract,observed,snapshot,accepted
restart_recovery_final_reconciliation,freshness_quote_truth,snapshot,fresh_quote,fresh_live_quote
restart_recovery_final_reconciliation,market_state,fresh_quote,market_state,market_state_constructed
restart_recovery_final_reconciliation,strategy,market_state,signal,signal_emitted
restart_recovery_final_reconciliation,tradebuilder,signal,trade_intent,tradebuilder_built
restart_recovery_final_reconciliation,phase1,trade_intent,phase1_pass,phase1_pass
restart_recovery_final_reconciliation,phase2,phase1_pass,phase2_pass,phase2_pass
restart_recovery_final_reconciliation,candidate_creation,phase2_pass,phase2_pass,candidate_created
restart_recovery_final_reconciliation,candidate_pool,phase2_pass,phase2_pass,pool_built
restart_recovery_final_reconciliation,normalization,phase2_pass,phase2_pass,normalized
restart_recovery_final_reconciliation,classification,phase2_pass,classified,classified
restart_recovery_final_reconciliation,risk_executable_truth,classified,executable,executable_truth_pass
restart_recovery_final_reconciliation,scoring,classified,scored,setup_score
restart_recovery_final_reconciliation,ranking,scored,ranked,ranked
restart_recovery_final_reconciliation,ui_projection,ranked,actionable,actionable_ranked_row
restart_recovery_final_reconciliation,manual_approval,actionable,approved,approved
restart_recovery_final_reconciliation,order_intent,approved,broker_ready,ok
restart_recovery_final_reconciliation,mock_broker,broker_ready,filled,mock_fills_reconciled_monotonic
restart_recovery_final_reconciliation,order_tracking,filled,filled,mock_fills_reconciled_monotonic
restart_recovery_final_reconciliation,reconciliation,filled,reconciled,mock_fills_reconciled_monotonic
